fesc FAKE.FAKE.1500 FAKE.FAKE.2500 FAKE.FAKE.BBa FAKE.FAKE.BBb FAKE.FAKE.D4000a FAKE.FAKE.D4000b FAKE.FAKE.U FAKE.FAKE.V Hbeta_EW OIIIr_EW OIIIb_EW OIIIHbeta_EW
0.49 9.981010301720742e+20 7.552003526428969e+20 6.654163957196035e+20 9.443507308250764e+20 9.78548714766095e+20 9.709657116901392e+20 7.962443341670584e+20 8.157654380844703e+20 57.535606273755555 181.78032850998696 56.503113348827306 295.81904813256983
0.5 9.968473667547126e+20 7.536738222561178e+20 6.632769166811378e+20 9.434988618445512e+20 9.75948656793101e+20 9.693248172520347e+20 7.93744667963238e+20 8.146715588101678e+20 56.47480541759428 178.41724147693657 55.454122539497035 290.3461694340279
0.51 9.955937033373513e+20 7.521472918693389e+20 6.61137437642672e+20 9.42646992864026e+20 9.73348598820107e+20 9.6768392281393e+20 7.912450017594176e+20 8.135776795358652e+20 55.41146842433977 175.0465509790373 54.40289812970736 284.86091753308443
0.52 9.943400399199897e+20 7.5062076148256e+20 6.589979586042062e+20 9.417951238835006e+20 9.707485408471132e+20 9.660430283758254e+20 7.887453355555973e+20 8.124838002615627e+20 54.34558618810387 171.66823120156704 53.34943297789686 279.3632503675678
0.53 9.93086376502628e+20 7.49094231095781e+20 6.568584795657404e+20 9.409432549029754e+20 9.681484828741194e+20 9.644021339377208e+20 7.862456693517768e+20 8.113899209872603e+20 53.27714955935385 168.28225621281223 52.293719912026525 273.8531256841926
0.54 9.918327130852668e+20 7.47567700709002e+20 6.547190005272746e+20 9.400913859224501e+20 9.655484249011256e+20 9.627612394996162e+20 7.837460031479564e+20 8.102960417129577e+20 52.20614934465053 164.8885999634045 51.23575172941674 268.3305010374718
0.55 9.905790496679053e+20 7.460411703222231e+20 6.525795214888088e+20 9.39239516941925e+20 9.629483669281317e+20 9.611203450615115e+20 7.81246336944136e+20 8.092021624386553e+20 51.13257630638466 161.48723628565256 50.17552119658365 262.79533378862084
0.56 9.893253862505438e+20 7.445146399354442e+20 6.504400424503429e+20 9.383876479613997e+20 9.603483089551377e+20 9.594794506234069e+20 7.787466707403158e+20 8.081082831643528e+20 50.05642116251122 158.07813889286967 49.113021049074206 257.2475811044551
0.5700000000000001 9.880717228331825e+20 7.429881095486652e+20 6.48300563411877e+20 9.375357789808743e+20 9.577482509821439e+20 9.578385561853023e+20 7.762470045364954e+20 8.070144038900504e+20 48.977674586282085 154.66128137869626 48.04824399130033 251.68719995627868
0.58 9.86818059415821e+20 7.414615791618864e+20 6.461610843734113e+20 9.366839100003492e+20 9.551481930091501e+20 9.56197661747198e+20 7.737473383326751e+20 8.059205246157479e+20 47.896327205976405 151.2366372164186 46.98118269637188 246.11414711876688
0.59 9.855643959984595e+20 7.399350487751073e+20 6.440216053349452e+20 9.358320410198239e+20 9.52548135036156e+20 9.545567673090934e+20 7.712476721288548e+20 8.048266453414453e+20 46.81236960462931 147.80417975828163 45.911829805928555 240.5283791688395
